1,0.45455,0.45455,0,0.25758,0,0.27869,0,0,0.31034,0,0.35714,0,0,0,0.25,0,0,0.25758,0,0.27778,0.27027,0,0.3913,0.3617,0,0.26471,0,0.38462,0,0,0,0,0,0.31034,0,0,0.22917,0.27869,0,0.25714,0,0.23404,0,0,0,0.24444,0.28814,0,0.3125,0,0.34483,0,0.25373,0,0.3617,0,0,0.30909,0.21429,0,0.29508,0.19355,0,0.35714,0.30496,0.29412,0.2037,0,0,0.30909,0,0.24638,0.30909,0,0,0,0.264,0,0,0,0,0.27869,0,0,0,0,0.23741,0,0,0.3617,0,0.20101,0.32663,0.45455,0,0,0,0.32692,0,0,0.3913
0.45455,1,0.14286,0,0.19231,0,0.20548,0,0,0.25714,0,0.35294,0,0,0,0.1875,0,0,0.19231,0,0.28571,0.23256,0,0.10345,0.08475,0,0.225,0,0.375,0,0,0,0,0,0.25714,0,0,0.16071,0.20548,0,0.21951,0,0.16364,0,0,0,0.0566,0.21127,0,0.10526,0,0.34286,0,0.18987,0,0.08475,0,0,0.07463,0.1875,0,0.57534,0.05714,0,0.35294,0.19075,0.18959,0.04839,0,0,0.07463,0,0.06173,0.07463,0,0,0,0.18121,0,0,0,0,0.20548,0,0,0,0,0.16564,0,0,0.08475,0,0.14798,0.06883,0.14286,0,0,0,0.07813,0,0,0.10345
0.45455,0.14286,1,0,0.0641,0,0.06849,0,0,0.08571,0,0.11765,0,0,0,0.175,0,0,0.0641,0,0.09524,0.09302,0,0.31034,0.25424,0,0.075,0,0.125,0,0,0,0,0,0.08571,0,0,0.16071,0.06849,0,0.07317,0,0.05455,0,0,0,0.16981,0.07042,0,0.31579,0,0.11429,0,0.18987,0,0.59322,0,0,0.22388,0.0625,0,0.20548,0.17143,0,0.11765,0.06358,0.0632,0.14516,0,0,0.49254,0,0.39506,0.49254,0,0,0,0.18121,0,0,0,0,0.06849,0,0,0,0,0.16564,0,0,0.25424,0,0.15247,0.47368,0.42857,0,0,0,0.23438,0,0,0.31034
0,0,0,1,0,0,0.14493,0,0,0.54545,0,0,0,0,0,0.39474,0,0,0,0,0,0,0,0,0,0,0,0,0.26667,0,0,0,0,0,0,0,0,0,0.14493,0,0.15385,0,0.11465,0,0,0.26667,0,0,0,0,0,0,0,0.4,0.16364,0,0,0,0,0,0,0,0,0.33333,0,0,0.13439,0,0,0.23077,0,0,0,0,0,0,0,0,0,0,0.23077,0,0,0,0,0,0,0,0,0,0,0,0.08372,0,0,0,0,0,0,0,0,0
0.25758,0.19231,0.0641,0,1,0,0.06316,0.1087,0,0.09783,0,0.16667,0,0.375,0,0.05882,0,0.33019,0.52,0,0.66038,0.10185,0,0.0375,0.02469,0,0.76471,0,0.17442,0,0.18605,0,0,0,0.09783,0,0,0.70755,0.06316,0,0.08654,0.08046,0.04306,0,0,0,0.01478,0.06452,0.64773,0.05102,0,0.16304,0,0.05941,0,0.02469,0,0,0.02247,0.21186,0.07692,0.09474,0.02362,0,0.16667,0.03885,0.04202,0.01304,0.10417,0,0.02247,0,0.01942,0.02247,0,0,0,0.04663,0,0,0,0,0.06316,0.14894,0,0,0,0.04348,0,0,0.02469,0,0.05618,0.01493,0.0641,0,0,0,0.02326,0,0,0.0375
0,0,0,0,0,1,0,0,0.1875,0,0,0,0,0,0,0,0,0,0,0.69231,0,0,0,0,0,0,0,0.26667,0,0,0,0,0.16393,0.37838,0,0,0.33333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11236,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23077,0.43478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.27869,0.20548,0.06849,0.14493,0.06316,0,1,0,0,0.31034,0,0.17647,0,0,0,0.18557,0,0,0.06316,0,0.14851,0.1068,0,0.04,0.02632,0,0.09278,0,0.55556,0,0,0,0,0,0.10345,0,0,0.04455,0.46667,0,0.27273,0,0.67839,0,0,0.12346,0.01554,0.06818,0,0.05376,0,0.17241,0,0.1875,0.27632,0.02632,0,0,0.02381,0.07965,0,0.1,0.02459,0.14493,0.17647,0.04122,0.66766,0.01364,0,0.57534,0.02381,0,0.02041,0.02381,0,0,0,0.04918,0,0,0.24658,0,0.06667,0,0,0,0,0.04569,0,0,0.02632,0,0.49416,0.01587,0.06849,0,0,0,0.02469,0,0,0.04
0,0,0,0,0.1087,0,0,1,0,0,0,0,0,0.175,0,0,0,0.22449,0.1087,0,0.22449,0,0,0,0,0,0.14894,0,0,0,0.69231,0,0,0,0,0,0,0.08163,0,0,0,0.79747,0,0,0,0,0,0,0.175,0,0,0,0,0,0,0,0,0,0,0.25455,0.6,0,0,0,0,0,0,0,0.40909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.1875,0,0,1,0,0,0,0,0,0,0,0,0.08333,0,0.11765,0,0.18367,0.10526,0,0,0.5625,0,0.26316,0,0,0,0,0.07792,0.2,0,0,0.5625,0,0,0,0,0,0,0,0,0.10526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10476,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11765,0.07059,0.05952,0,0.10526,0,0,0,0,0,0,0.14575,0,0,0,0,0,0,0,0,0
0.31034,0.25714,0.08571,0.54545,0.09783,0,0.31034,0,0,1,0,0.21951,0,0,0,0.67021,0,0,0.09783,0,0.18367,0.14,0,0.05556,0.0411,0,0.12766,0,0.69231,0,0,0,0,0,0.14286,0,0,0.07653,0.31034,0,0.375,0,0.23316,0,0,0.15385,0.02674,0.10588,0,0.06667,0,0.21429,0,0.67742,0.06849,0.0411,0,0,0.03704,0.10909,0,0.13793,0.03361,0.18182,0.21951,0.08082,0.24923,0.02336,0,0.11429,0.03704,0,0.03158,0.03704,0,0,0,0.08475,0,0,0.11429,0,0.10345,0,0,0,0,0.07853,0,0,0.0411,0,0.19522,0.0297,0.08571,0,0,0,0.03846,0,0,0.05556
